SCU,nofloors,Geometry,shading,height,wwr,construction,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,basement_levels
52401124410003,7,"POLYGON ((532292.3000000000465661 165402.2999999999883585, 532295.0000000000000000 165395.6499999999941792, 532302.2500000000000000 165398.5499999999883585, 532311.0999999999767169 165398.0499999999883585, 532311.7500000000000000 165405.0000000000000000, 532300.8000000000465661 165405.7999999999883585, 532292.3000000000465661 165402.2999999999883585))",FALSE,18.0,0.1471998809364820,uninsulated,Shop,Shop,Dwell,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,1
52401124410004,1,"POLYGON ((532206.0500000000465661 165410.6300000000046566, 532233.5999999999767169 165423.1000000000058208, 532236.5999999999767169 165424.4500000000116415, 532237.3499999999767169 165424.7999999999883585, 532235.2800000000279397 165429.3399999999965075, 532233.6500000000232831 165432.9200000000128057, 532232.7900000000372529 165434.8099999999976717, 532228.8000000000465661 165443.5499999999883585, 532224.5500000000465661 165441.6499999999941792, 532223.3499999999767169 165444.3500000000058208, 532222.1500000000232831 165447.0499999999883585, 532221.0000000000000000 165449.7999999999883585, 532225.2500000000000000 165451.6499999999941792, 532223.9000000000232831 165454.7500000000000000, 532147.3499999999767169 165420.6000000000058208, 532145.4499999999534339 165414.7999999999883585, 532146.3499999999767169 165412.7500000000000000, 532147.8499999999767169 165409.3999999999941792, 532150.5999999999767169 165403.1499999999941792, 532152.4000000000232831 165399.1000000000058208, 532153.5600000000558794 165396.5100000000093132, 532156.0000000000000000 165391.0499999999883585, 532156.7500000000000000 165389.3500000000058208, 532157.0000000000000000 165388.7999999999883585, 532165.5999999999767169 165392.6499999999941792, 532183.9000000000232831 165400.7999999999883585, 532186.9429999999701977 165402.1499999999941792, 532205.6500000000232831 165410.4500000000116415, 532206.0500000000465661 165410.6300000000046566))",FALSE,3.0,0.1471998809364820,uninsulated,Transport,,,,,,,,,,,,,,,,,,,,0
52401124410005,6,"POLYGON ((532310.5999999999767169 165383.7500000000000000, 532310.0000000000000000 165368.5000000000000000, 532306.0000000000000000 165367.7999999999883585, 532302.7500000000000000 165376.0499999999883585, 532300.3000000000465661 165382.3500000000058208, 532297.9000000000232831 165388.5499999999883585, 532300.7500000000000000 165389.6499999999941792, 532300.3499999999767169 165390.8999999999941792, 532298.8000000000465661 165390.2999999999883585, 532298.4499999999534339 165391.1499999999941792, 532297.0999999999767169 165390.6499999999941792, 532295.0000000000000000 165395.6499999999941792, 532302.2500000000000000 165398.5499999999883585, 532311.0999999999767169 165398.0499999999883585, 532310.8499999999767169 165390.3500000000058208, 532310.6999999999534339 165386.5499999999883585, 532310.5999999999767169 165383.7500000000000000))",FALSE,15.0,0.05,uninsulated,Shop,Shop,Shop,Shop,Shop,Dwell,,,,,,,,,,,,,,,1
52401124410007,6,"POLYGON ((532312.4000000000232831 165411.9500000000116415, 532313.0500000000465661 165418.7000000000116415, 532298.0999999999767169 165420.4500000000116415, 532298.0500000000465661 165418.5499999999883585, 532295.0999999999767169 165417.4500000000116415, 532293.4499999999534339 165416.7999999999883585, 532292.6500000000232831 165418.3500000000058208, 532286.7500000000000000 165415.9500000000116415, 532289.5000000000000000 165409.2500000000000000, 532299.8499999999767169 165413.3999999999941792, 532312.4000000000232831 165411.9500000000116415))",FALSE,15.0,0.1471998809364820,uninsulated,Shop,Shop,Shop,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,1
52401124410009,1,"POLYGON ((532289.5000000000000000 165409.2500000000000000, 532292.0500000000465661 165402.8999999999941792, 532292.3000000000465661 165402.2999999999883585, 532300.8000000000465661 165405.7999999999883585, 532311.7500000000000000 165405.0000000000000000, 532312.4000000000232831 165411.9500000000116415, 532299.8499999999767169 165413.3999999999941792, 532289.5000000000000000 165409.2500000000000000))",FALSE,3.0,0.1471998809364820,uninsulated,Shop,,,,,,,,,,,,,,,,,,,,0
52401124410011,7,"POLYGON ((532295.9499999999534339 165434.6000000000058208, 532295.9000000000232831 165432.2999999999883585, 532291.8499999999767169 165430.6499999999941792, 532291.0000000000000000 165432.5000000000000000, 532281.6500000000232831 165428.5499999999883585, 532284.2500000000000000 165422.1499999999941792, 532286.7500000000000000 165415.9500000000116415, 532292.6500000000232831 165418.3500000000058208, 532294.4000000000232831 165419.0499999999883585, 532294.7500000000000000 165419.2000000000116415, 532293.9000000000232831 165421.0499999999883585, 532297.1999999999534339 165422.5000000000000000, 532298.0999999999767169 165420.4500000000116415, 532313.0500000000465661 165418.7000000000116415, 532313.3000000000465661 165421.2500000000000000, 532312.1999999999534339 165421.3500000000058208, 532312.4000000000232831 165423.7000000000116415, 532313.5999999999767169 165423.6499999999941792, 532313.8000000000465661 165425.6499999999941792, 532314.0000000000000000 165427.8500000000058208, 532312.1500000000232831 165428.0000000000000000, 532312.5500000000465661 165432.0000000000000000, 532314.4000000000232831 165431.7999999999883585, 532314.5000000000000000 165432.7000000000116415, 532301.0000000000000000 165434.0499999999883585, 532296.5999999999767169 165434.4500000000116415, 532295.9499999999534339 165434.6000000000058208))",FALSE,18.0,0.1471998809364820,uninsulated,Shop,Shop,Office,Office,Office,Office,Dwell,,,,,,,,,,,,,,1
52401124410019,1,"POLYGON ((532302.3199999999487773 165447.6900000000023283, 532299.5500000000465661 165447.9500000000116415, 532296.8599999999860302 165448.1900000000023283, 532294.4000000000232831 165448.3999999999941792, 532294.9399999999441206 165445.1199999999953434, 532295.1500000000232831 165443.8500000000058208, 532299.0500000000465661 165443.5499999999883585, 532301.8299999999580905 165443.2500000000000000, 532302.3199999999487773 165447.6900000000023283))",FALSE,3.0,0.1471998809364820,uninsulated,Shop,,,,,,,,,,,,,,,,,,,,0
52401124410020,1,"POLYGON ((532299.0699999999487773 165450.9800000000104774, 532299.1300000000046566 165451.7999999999883585, 532299.4200000000419095 165455.7099999999918509, 532296.5400000000372529 165455.9800000000104774, 532292.9000000000232831 165456.3099999999976717, 532293.0500000000465661 165455.4700000000011642, 532293.2900000000372529 165454.1900000000023283, 532293.8000000000465661 165451.4500000000116415, 532298.6400000000139698 165451.0199999999895226, 532299.0699999999487773 165450.9800000000104774))",FALSE,3.0,0.1471998809364820,uninsulated,Shop,,,,,,,,,,,,,,,,,,,,0
52401124410021,1,"POLYGON ((532307.1600000000325963 165442.6799999999930151, 532315.3000000000465661 165441.7999999999883585, 532315.6999999999534339 165446.4500000000116415, 532307.6199999999953434 165447.2000000000116415, 532307.1600000000325963 165442.6799999999930151))",FALSE,3.0,0.1471998809364820,uninsulated,Shop,,,,,,,,,,,,,,,,,,,,0
52401124410023,1,"POLYGON ((532299.0699999999487773 165450.9800000000104774, 532298.6400000000139698 165451.0199999999895226, 532293.8000000000465661 165451.4500000000116415, 532294.4000000000232831 165448.3999999999941792, 532296.8599999999860302 165448.1900000000023283, 532299.5500000000465661 165447.9500000000116415, 532302.3199999999487773 165447.6900000000023283, 532307.6199999999953434 165447.2000000000116415, 532315.6999999999534339 165446.4500000000116415, 532315.9000000000232831 165449.3999999999941792, 532307.6899999999441206 165450.1700000000128057, 532299.0699999999487773 165450.9800000000104774))",FALSE,3.0,0.1471998809364820,uninsulated,Shop,,,,,,,,,,,,,,,,,,,,0
52401124410024,4,"POLYGON ((532307.6199999999953434 165447.2000000000116415, 532302.3199999999487773 165447.6900000000023283, 532301.8299999999580905 165443.2500000000000000, 532307.1600000000325963 165442.6799999999930151, 532307.6199999999953434 165447.2000000000116415))",FALSE,9.0,0.1471998809364820,uninsulated,Hospitality,Office,Office,Office,,,,,,,,,,,,,,,,,1
52401124410026,5,"POLYGON ((532296.5999999999767169 165434.4500000000116415, 532296.5999999999767169 165436.0000000000000000, 532301.0999999999767169 165435.6000000000058208, 532301.0000000000000000 165434.0499999999883585, 532314.5000000000000000 165432.7000000000116415, 532315.3000000000465661 165441.7999999999883585, 532307.1600000000325963 165442.6799999999930151, 532301.8299999999580905 165443.2500000000000000, 532299.0500000000465661 165443.5499999999883585, 532295.1500000000232831 165443.8500000000058208, 532293.8000000000465661 165443.2999999999883585, 532278.2500000000000000 165437.0000000000000000, 532281.6500000000232831 165428.5499999999883585, 532291.0000000000000000 165432.5000000000000000, 532295.9499999999534339 165434.6000000000058208, 532296.5999999999767169 165434.4500000000116415))",FALSE,15.0,0.1471998809364820,uninsulated,Hospitality,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,0
52401124420002,1,"POLYGON ((532264.9100000000325963 165425.4500000000116415, 532262.2800000000279397 165431.3299999999871943, 532261.5200000000186265 165433.0400000000081491, 532261.4399999999441206 165433.2200000000011642, 532248.6999999999534339 165461.7999999999883585, 532238.1700000000419095 165457.1099999999860302, 532239.3100000000558794 165454.5400000000081491, 532250.1500000000232831 165430.1900000000023283, 532248.9399999999441206 165429.6499999999941792, 532248.5500000000465661 165429.4800000000104774, 532247.0400000000372529 165428.8099999999976717, 532244.3699999999953434 165427.6199999999953434, 532243.5100000000093132 165429.5700000000069849, 532240.7199999999720603 165428.3399999999965075, 532239.4100000000325963 165431.2999999999883585, 532236.6300000000046566 165429.9800000000104774, 532238.6600000000325963 165425.3800000000046566, 532237.3499999999767169 165424.7999999999883585, 532236.5999999999767169 165424.4500000000116415, 532233.5999999999767169 165423.1000000000058208, 532206.0500000000465661 165410.6300000000046566, 532208.5400000000372529 165404.9400000000023283, 532211.0799999999580905 165406.0499999999883585, 532212.0300000000279397 165403.8699999999953434, 532241.5699999999487773 165418.4100000000034925, 532242.1300000000046566 165417.1199999999953434, 532247.2739999999757856 165419.3740000000107102, 532253.3100000000558794 165422.0199999999895226, 532253.9100000000325963 165420.6400000000139698, 532264.9100000000325963 165425.4500000000116415))",FALSE,3.0,0.9,uninsulated,Dwell,,,,,,,,,,,,,,,,,,,,0
52401124510001,4,"POLYGON ((532263.1500000000232831 165410.6000000000058208, 532260.0500000000465661 165409.1499999999941792, 532258.7140000000363216 165411.8470000000088476, 532257.4000000000232831 165414.5000000000000000, 532261.0000000000000000 165416.1000000000058208, 532261.5500000000465661 165414.8500000000058208, 532264.3499999999767169 165416.0000000000000000, 532264.6999999999534339 165416.1499999999941792, 532271.7500000000000000 165419.1000000000058208, 532273.4000000000232831 165415.1000000000058208, 532265.0000000000000000 165411.5000000000000000, 532263.1500000000232831 165410.6000000000058208))",FALSE,9.0,0.1471998809364820,uninsulated,Shop,Shop,Shop,Shop,,,,,,,,,,,,,,,,,1
52401124530001,3,"POLYGON ((532271.7500000000000000 165419.1000000000058208, 532270.2500000000000000 165422.7999999999883585, 532263.1500000000232831 165419.8500000000058208, 532263.5000000000000000 165419.0000000000000000, 532264.6999999999534339 165416.1499999999941792, 532271.7500000000000000 165419.1000000000058208))",FALSE,9.0,0.05000000000000000,uninsulated,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,0
52401125510001,4,"POLYGON ((531910.7500000000000000 164949.8500000000058208, 531913.5500000000465661 164950.2000000000116415, 531913.3499999999767169 164951.7999999999883585, 531918.5999999999767169 164952.2000000000116415, 531917.7500000000000000 164961.4500000000116415, 531918.9499999999534339 164963.1499999999941792, 531917.4000000000232831 164964.4500000000116415, 531917.3000000000465661 164966.0000000000000000, 531916.0000000000000000 164965.8500000000058208, 531915.5999999999767169 164968.8500000000058208, 531916.9499999999534339 164969.0000000000000000, 531916.8499999999767169 164970.4500000000116415, 531918.0500000000465661 164972.0499999999883585, 531916.5500000000465661 164973.2999999999883585, 531916.4000000000232831 164975.5499999999883585, 531917.5000000000000000 164977.2000000000116415, 531916.0000000000000000 164978.5000000000000000, 531915.9499999999534339 164979.8500000000058208, 531919.1999999999534339 164980.1000000000058208, 531919.0600000000558794 164981.2500000000000000, 531919.0659999999916181 164981.2529999999969732, 531920.8100000000558794 164982.1000000000058208, 531921.6199999999953434 164980.3500000000058208, 531922.7099999999627471 164978.0000000000000000, 531932.7600000000093132 164982.7500000000000000, 531934.8100000000558794 164978.5100000000093132, 531941.4100000000325963 164981.6600000000034925, 531935.4599999999627471 164994.1400000000139698, 531935.0500000000465661 164995.0100000000093132, 531928.5500000000465661 164991.9500000000116415, 531929.5999999999767169 164989.7999999999883585, 531924.9000000000232831 164987.6000000000058208, 531922.8000000000465661 164992.0000000000000000, 531920.0000000000000000 164991.7399999999906868, 531918.5500000000465661 164991.6000000000058208, 531915.8499999999767169 164991.3500000000058208, 531915.7500000000000000 164992.4500000000116415, 531917.0000000000000000 164994.1000000000058208, 531915.4499999999534339 164995.4500000000116415, 531915.1999999999534339 164997.7999999999883585, 531916.5000000000000000 164999.4500000000116415, 531915.9000000000232831 165000.0000000000000000, 531914.8000000000465661 165000.7000000000116415, 531914.8000000000465661 165001.9500000000116415, 531913.5999999999767169 165001.7999999999883585, 531913.4000000000232831 165004.9500000000116415, 531914.5000000000000000 165005.0000000000000000, 531914.5000000000000000 165005.1499999999941792, 531914.4000000000232831 165006.3500000000058208, 531915.6500000000232831 165008.0499999999883585, 531914.0000000000000000 165009.3500000000058208, 531913.5000000000000000 165017.3500000000058208, 531899.9000000000232831 165016.5000000000000000, 531900.6500000000232831 165008.2500000000000000, 531899.4000000000232831 165006.4500000000116415, 531900.9000000000232831 165005.3500000000058208, 531901.0000000000000000 165003.7500000000000000, 531902.4499999999534339 165003.8500000000058208, 531902.6500000000232831 165000.6000000000058208, 531901.5000000000000000 165000.5499999999883585, 531901.5999999999767169 165000.0000000000000000, 531901.7500000000000000 164999.6000000000058208, 531900.3499999999767169 164997.8500000000058208, 531902.0500000000465661 164996.3500000000058208, 531902.2500000000000000 164994.1000000000058208, 531900.9000000000232831 164992.2500000000000000, 531902.5999999999767169 164990.7000000000116415, 531902.7500000000000000 164988.7000000000116415, 531901.4000000000232831 164987.1000000000058208, 531903.0999999999767169 164985.5499999999883585, 531903.4000000000232831 164983.2000000000116415, 531904.0999999999767169 164983.2000000000116415, 531904.3000000000465661 164981.0000000000000000, 531905.5500000000465661 164981.0499999999883585, 531905.8000000000465661 164979.0000000000000000, 531903.8599999999860302 164978.8200000000069849, 531902.5999999999767169 164978.7000000000116415, 531902.6999999999534339 164977.4500000000116415, 531901.3499999999767169 164975.7000000000116415, 531903.0999999999767169 164974.2500000000000000, 531903.2500000000000000 164972.0499999999883585, 531901.9499999999534339 164970.5000000000000000, 531903.5500000000465661 164969.0000000000000000, 531903.6999999999534339 164967.7999999999883585, 531904.9000000000232831 164967.8999999999941792, 531905.1999999999534339 164964.7500000000000000, 531904.0000000000000000 164964.7000000000116415, 531904.0999999999767169 164963.3999999999941792, 531902.7500000000000000 164961.6000000000058208, 531904.4000000000232831 164960.1499999999941792, 531905.3000000000465661 164950.9500000000116415, 531909.0500000000465661 164951.3399999999965075, 531910.5500000000465661 164951.5000000000000000, 531910.7500000000000000 164949.8500000000058208))",FALSE,12.0,0.1471998809364820,uninsulated,Office,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,0
52401125510002,2,"POLYGON ((532018.9699999999720603 165005.6300000000046566, 532016.5500000000465661 165010.5000000000000000, 532018.1500000000232831 165011.2999999999883585, 532013.4000000000232831 165021.0499999999883585, 532012.0000000000000000 165020.3500000000058208, 532011.1500000000232831 165022.2500000000000000, 532009.4499999999534339 165026.0499999999883585, 532005.1500000000232831 165035.1000000000058208, 532000.0000000000000000 165046.2000000000116415, 531995.6999999999534339 165055.7500000000000000, 531984.2500000000000000 165050.6000000000058208, 532000.0000000000000000 165016.3500000000058208, 532000.5999999999767169 165015.0499999999883585, 532000.0000000000000000 165014.5499999999883585, 531991.5999999999767169 165010.3500000000058208, 531987.9000000000232831 165008.7999999999883585, 531987.8000000000465661 165009.1499999999941792, 531968.9499999999534339 165000.6499999999941792, 531967.5000000000000000 165000.0000000000000000, 531959.7800000000279397 164996.4299999999930151, 531955.0699999999487773 164994.2600000000093132, 531952.5200000000186265 164993.0700000000069849, 531952.2500000000000000 164992.9500000000116415, 531958.2500000000000000 164979.9500000000116415, 531995.3000000000465661 164997.0499999999883585, 531995.8499999999767169 164995.7500000000000000, 532000.0000000000000000 164997.6000000000058208, 532005.1500000000232831 165000.0000000000000000, 532011.8000000000465661 165003.0499999999883585, 532012.1500000000232831 165002.2999999999883585, 532018.9699999999720603 165005.6300000000046566))",FALSE,6.0,0.1471998809364820,uninsulated,Emergency,Emergency,,,,,,,,,,,,,,,,,,,0
52401125530001,2,"POLYGON ((531830.3000000000465661 165225.9500000000116415, 531822.5500000000465661 165224.1000000000058208, 531823.5500000000465661 165219.9500000000116415, 531834.6999999999534339 165222.7500000000000000, 531836.5999999999767169 165223.2500000000000000, 531835.9499999999534339 165226.1499999999941792, 531830.5999999999767169 165224.8500000000058208, 531830.3000000000465661 165225.9500000000116415))",FALSE,6.0,0.185790813503043,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530002,2,"POLYGON ((531854.9499999999534339 165227.5000000000000000, 531850.4499999999534339 165226.2999999999883585, 531850.8000000000465661 165225.1499999999941792, 531852.0500000000465661 165219.6499999999941792, 531856.5500000000465661 165220.8500000000058208, 531856.2500000000000000 165221.9500000000116415, 531854.9499999999534339 165227.5000000000000000))",FALSE,6.0,0.0725977301387137,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530003,1,"POLYGON ((531850.0000000000000000 165233.6000000000058208, 531844.1500000000232831 165232.2500000000000000, 531845.1500000000232831 165228.0000000000000000, 531846.9000000000232831 165228.3999999999941792, 531851.0000000000000000 165229.3500000000058208, 531850.0000000000000000 165233.6000000000058208))",FALSE,3.0,0.0704427882507672,uninsulated,Dwell,,,,,,,,,,,,,,,,,,,,0
52401125530004,2,"POLYGON ((532019.2099999999627471 164976.2000000000116415, 532020.2399999999906868 164976.9400000000023283, 532021.1600000000325963 164977.6099999999860302, 532019.5899999999674037 164979.7699999999895226, 532015.6999999999534339 164985.1499999999941792, 532021.7900000000372529 164989.5599999999976717, 532021.8499999999767169 164989.6000000000058208, 532021.8900000000139698 164989.5400000000081491, 532027.2500000000000000 164982.1499999999941792, 532025.1999999999534339 164980.7000000000116415, 532026.0000000000000000 164979.6199999999953434, 532026.7500000000000000 164978.6000000000058208, 532026.0500000000465661 164978.1000000000058208, 532026.9000000000232831 164976.8999999999941792, 532022.4000000000232831 164973.6000000000058208, 532022.0500000000465661 164974.1000000000058208, 532021.2500000000000000 164973.5499999999883585, 532022.1999999999534339 164972.2000000000116415, 532015.0999999999767169 164967.0000000000000000, 532014.0999999999767169 164968.3800000000046566, 532011.2099999999627471 164972.3599999999860302, 532017.3100000000558794 164976.8099999999976717, 532018.2500000000000000 164977.5000000000000000, 532019.2099999999627471 164976.2000000000116415))",FALSE,6.0,0.0812176274204317,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530005,2,"POLYGON ((531859.5000000000000000 165229.7000000000116415, 531854.6999999999534339 165228.3999999999941792, 531854.9499999999534339 165227.5000000000000000, 531856.2500000000000000 165221.9500000000116415, 531859.6999999999534339 165222.8999999999941792, 531861.2500000000000000 165223.2999999999883585, 531861.1500000000232831 165223.6499999999941792, 531859.5000000000000000 165229.7000000000116415))",FALSE,6.0,0.1471998809364820,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530006,2,"POLYGON ((531845.4000000000232831 165251.0499999999883585, 531841.6500000000232831 165263.4500000000116415, 531837.5999999999767169 165262.2500000000000000, 531839.8499999999767169 165254.7500000000000000, 531841.0000000000000000 165255.1000000000058208, 531842.5000000000000000 165250.2000000000116415, 531845.4000000000232831 165251.0499999999883585))",FALSE,6.0,0.1471998809364820,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530007,2,"POLYGON ((531824.5500000000465661 165215.8500000000058208, 531825.5500000000465661 165211.6499999999941792, 531836.6500000000232831 165214.6000000000058208, 531835.9499999999534339 165217.5000000000000000, 531832.5999999999767169 165216.7000000000116415, 531832.3000000000465661 165217.7999999999883585, 531824.5500000000465661 165215.8500000000058208))",FALSE,6.0,0.1471998809364820,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530008,2,"POLYGON ((531857.1999999999534339 165254.3500000000058208, 531857.7500000000000000 165252.7000000000116415, 531854.5000000000000000 165251.6499999999941792, 531853.9499999999534339 165253.3500000000058208, 531850.3000000000465661 165266.1000000000058208, 531854.6500000000232831 165267.3999999999941792, 531856.8000000000465661 165259.8500000000058208, 531855.5999999999767169 165259.5000000000000000, 531857.1999999999534339 165254.3500000000058208))",FALSE,6.0,0.262323594132029,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530009,2,"POLYGON ((531833.0500000000465661 165240.0499999999883585, 531819.4499999999534339 165236.7999999999883585, 531820.5000000000000000 165232.5499999999883585, 531828.2500000000000000 165234.4500000000116415, 531827.9499999999534339 165235.7000000000116415, 531833.7500000000000000 165237.1000000000058208, 531833.0500000000465661 165240.0499999999883585))",FALSE,6.0,0.145246808890475,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530010,2,"POLYGON ((531824.3000000000465661 165251.0000000000000000, 531824.0000000000000000 165252.2999999999883585, 531827.4499999999534339 165253.1499999999941792, 531826.8000000000465661 165255.8500000000058208, 531815.4499999999534339 165253.2999999999883585, 531816.5000000000000000 165249.1000000000058208, 531824.3000000000465661 165251.0000000000000000))",FALSE,6.0,0.1471998809364820,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530011,2,"POLYGON ((531832.3000000000465661 165217.7999999999883585, 531832.0000000000000000 165219.2000000000116415, 531835.3499999999767169 165220.0000000000000000, 531834.6999999999534339 165222.7500000000000000, 531823.5500000000465661 165219.9500000000116415, 531824.5500000000465661 165215.8500000000058208, 531832.3000000000465661 165217.7999999999883585))",FALSE,6.0,0.157091194968553,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530012,2,"POLYGON ((531868.0999999999767169 165235.2999999999883585, 531867.3000000000465661 165236.1000000000058208, 531863.3499999999767169 165232.2999999999883585, 531862.8499999999767169 165231.8500000000058208, 531866.2500000000000000 165228.2999999999883585, 531870.6999999999534339 165232.5499999999883585, 531868.0999999999767169 165235.2999999999883585))",FALSE,6.0,0.106989988158036,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530013,2,"POLYGON ((531815.4499999999534339 165253.2999999999883585, 531826.8000000000465661 165255.8500000000058208, 531826.0500000000465661 165258.8500000000058208, 531822.6500000000232831 165258.0000000000000000, 531822.3000000000465661 165259.1499999999941792, 531814.5000000000000000 165257.2000000000116415, 531814.4499999999534339 165257.2000000000116415, 531815.4499999999534339 165253.2999999999883585))",FALSE,6.0,0.1471998809364820,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530014,2,"POLYGON ((531858.9499999999534339 165268.7000000000116415, 531854.6500000000232831 165267.3999999999941792, 531856.8000000000465661 165259.8500000000058208, 531858.0999999999767169 165260.2500000000000000, 531859.6500000000232831 165255.1499999999941792, 531862.6999999999534339 165256.0499999999883585, 531858.9499999999534339 165268.7000000000116415))",FALSE,6.0,0.1471998809364820,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530015,1,"POLYGON ((531850.0000000000000000 165233.6000000000058208, 531849.0500000000465661 165237.8500000000058208, 531845.0000000000000000 165236.8999999999941792, 531843.1999999999534339 165236.5000000000000000, 531844.1500000000232831 165232.2500000000000000, 531850.0000000000000000 165233.6000000000058208))",FALSE,3.0,0.115035493127926,uninsulated,Dwell,,,,,,,,,,,,,,,,,,,,0
52401125530016,2,"POLYGON ((531871.5999999999767169 165257.8999999999941792, 531871.9000000000232831 165256.6499999999941792, 531872.5000000000000000 165254.7999999999883585, 531870.0000000000000000 165254.0499999999883585, 531868.9499999999534339 165257.1000000000058208, 531868.3499999999767169 165257.8999999999941792, 531866.9499999999534339 165263.0000000000000000, 531865.5999999999767169 165262.6000000000058208, 531863.4000000000232831 165270.0499999999883585, 531867.5000000000000000 165271.2999999999883585, 531871.4000000000232831 165258.6499999999941792, 531871.5999999999767169 165257.8999999999941792))",FALSE,6.0,0.0971671336888728,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530017,2,"POLYGON ((531941.6500000000232831 164932.2300000000104774, 531948.9399999999441206 164937.7399999999906868, 531944.9899999999906868 164943.0400000000081491, 531938.0999999999767169 164937.9500000000116415, 531937.2500000000000000 164939.0499999999883585, 531940.0500000000465661 164941.1499999999941792, 531934.5100000000093132 164948.5899999999965075, 531928.4000000000232831 164944.0499999999883585, 531933.2500000000000000 164937.5000000000000000, 531932.0999999999767169 164936.6499999999941792, 531933.6300000000046566 164934.5799999999871943, 531934.8499999999767169 164935.5000000000000000, 531936.4499999999534339 164933.5499999999883585, 531938.0500000000465661 164934.8500000000058208, 531939.9000000000232831 164932.6499999999941792, 531940.6999999999534339 164933.3500000000058208, 531941.6500000000232831 164932.2300000000104774))",FALSE,6.0,0.0846297476814246,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401125530018,3,"POLYGON ((531996.3100000000558794 164967.3200000000069849, 531997.3000000000465661 164968.1499999999941792, 531998.3000000000465661 164968.8500000000058208, 531993.6500000000232831 164975.1000000000058208, 531999.7500000000000000 164979.6000000000058208, 532000.0000000000000000 164979.2000000000116415, 532005.2500000000000000 164972.0000000000000000, 532002.4000000000232831 164969.9500000000116415, 532003.3000000000465661 164968.7000000000116415, 532006.7500000000000000 164971.2300000000104774, 532010.1999999999534339 164973.7500000000000000, 532011.2099999999627471 164972.3599999999860302, 532014.0999999999767169 164968.3800000000046566, 532007.2500000000000000 164963.3500000000058208, 532005.9499999999534339 164965.1000000000058208, 532004.8000000000465661 164964.2500000000000000, 532003.3000000000465661 164966.2999999999883585, 532002.3499999999767169 164965.6400000000139698, 532000.0000000000000000 164964.0000000000000000, 531991.9799999999813735 164958.0400000000081491, 531988.1400000000139698 164963.3399999999965075, 531995.3000000000465661 164968.6499999999941792, 531996.3100000000558794 164967.3200000000069849))",FALSE,9.0,0.0840916030534351,uninsulated,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,0
52401125530019,4,"POLYGON ((531896.4000000000232831 165030.5000000000000000, 531905.4000000000232831 165031.3500000000058208, 531899.4000000000232831 165090.1499999999941792, 531896.5000000000000000 165089.8500000000058208, 531896.1999999999534339 165092.7000000000116415, 531901.5500000000465661 165093.2500000000000000, 531900.6500000000232831 165102.1000000000058208, 531887.5000000000000000 165100.7500000000000000, 531888.4000000000232831 165091.8500000000058208, 531893.5000000000000000 165092.3999999999941792, 531893.7500000000000000 165089.5000000000000000, 531890.3499999999767169 165089.1499999999941792, 531896.4000000000232831 165030.5000000000000000))",FALSE,12.0,0.118826519074431,uninsulated,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,0
52401125530020,2,"POLYGON ((531833.7500000000000000 165198.0499999999883585, 531838.9000000000232831 165199.3500000000058208, 531836.8000000000465661 165207.7999999999883585, 531828.5999999999767169 165205.7500000000000000, 531829.6500000000232831 165201.6499999999941792, 531832.6999999999534339 165202.3999999999941792, 531833.7500000000000000 165198.0499999999883585))",FALSE,6.0,0.1471998809364820,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
